ticket_id,timestamp,category,priority,resolution_time_hrs,customer_sentiment
TICK-100944,2025-04-30 10:48:18.189707,Refund Request,Low,4.19,Positive
TICK-105949,2025-04-30 11:07:42.857666,Shipping Update,Medium,0.55,Neutral
TICK-107465,2025-04-30 11:31:00.627878,Refund Request,Medium,1.42,Negative
TICK-103974,2025-04-30 13:20:27.348262,Billing Inquiry,Low,5.76,Neutral
TICK-103302,2025-04-30 13:21:17.885887,Product Question,Low,3.27,Negative
TICK-101031,2025-04-30 13:41:26.606092,Shipping Update,Low,0.51,Negative
TICK-106776,2025-04-30 14:22:15.879970,Shipping Update,Medium,1.42,Negative
TICK-100555,2025-04-30 14:26:37.482238,Shipping Update,Low,0.85,Neutral
TICK-109079,2025-04-30 15:19:05.159810,Billing Inquiry,Low,2.55,Neutral
TICK-101044,2025-04-30 15:39:21.194060,Technical Issue,Medium,22.4,Neutral
TICK-108334,2025-04-30 16:05:38.530200,Product Question,Low,4.53,Negative
TICK-103703,2025-04-30 16:09:02.957636,Refund Request,Low,1.43,Positive
TICK-101204,2025-04-30 16:22:31.647445,Shipping Update,Medium,1.02,Neutral
TICK-106605,2025-04-30 17:07:44.145075,Product Question,Medium,1.52,Negative
TICK-104925,2025-04-30 17:49:58.953243,Refund Request,Medium,1.64,Neutral
TICK-103580,2025-04-30 17:58:18.150386,Shipping Update,Low,2.34,Negative
TICK-100069,2025-04-30 18:41:34.334340,Product Question,Low,2.32,Neutral
TICK-103267,2025-04-30 20:40:09.237179,Shipping Update,Low,0.86,Positive
TICK-102461,2025-04-30 21:19:10.764796,Product Question,Low,4.04,Positive
TICK-104697,2025-04-30 21:42:21.241699,Product Question,Low,4.99,Neutral
TICK-105645,2025-04-30 22:11:54.922332,Shipping Update,Medium,0.5,Positive
TICK-103481,2025-04-30 23:05:40.966774,Product Question,Medium,1.06,Neutral
TICK-101676,2025-04-30 23:54:55.899891,Product Question,Low,4.88,Neutral
TICK-101942,2025-05-01 00:22:04.959695,Shipping Update,Low,1.11,Positive
TICK-109814,2025-05-01 01:17:22.550066,Product Question,Low,2.84,Neutral
TICK-104794,2025-05-01 02:06:23.798118,Billing Inquiry,Low,4.71,Positive
TICK-101543,2025-05-01 03:27:32.103941,Shipping Update,Low,0.83,Neutral
TICK-107236,2025-05-01 03:58:10.118546,Refund Request,Low,1.8,Positive
TICK-105838,2025-05-01 05:36:03.723191,Shipping Update,Low,0.61,Neutral
TICK-102647,2025-05-01 05:48:11.998925,Shipping Update,High,0.57,Neutral
TICK-100241,2025-05-01 06:10:10.420251,Shipping Update,Low,0.96,Negative
TICK-107330,2025-05-01 06:47:37.379184,Refund Request,Medium,6.49,Positive
TICK-107859,2025-05-01 06:59:54.379539,Shipping Update,Low,1.24,Positive
TICK-100997,2025-05-01 08:07:54.853294,Shipping Update,Medium,1.29,Neutral
TICK-105638,2025-05-01 10:53:17.617003,Shipping Update,High,0.87,Negative
TICK-109895,2025-05-01 11:57:35.673634,Technical Issue,Low,17.58,Negative
TICK-103863,2025-05-01 12:48:53.404331,Technical Issue,Medium,22.02,Positive
TICK-108753,2025-05-01 13:44:30.543304,Technical Issue,Low,20.65,Positive
TICK-105954,2025-05-01 15:03:18.836078,Technical Issue,Low,29.68,Neutral
TICK-109718,2025-05-01 15:08:26.377525,Shipping Update,Low,1.27,Negative
TICK-109716,2025-05-01 17:24:34.576400,Refund Request,Low,2.22,Negative
TICK-102136,2025-05-01 18:19:00.818010,Shipping Update,Low,1.04,Positive
TICK-108652,2025-05-01 19:00:27.353376,Shipping Update,Medium,1.25,Neutral
TICK-105641,2025-05-01 19:13:56.675701,Product Question,Medium,2.4,Neutral
TICK-104460,2025-05-01 19:52:08.185101,Product Question,Medium,4.83,Positive
TICK-105555,2025-05-01 21:02:24.961039,Shipping Update,Low,0.56,Positive
TICK-109407,2025-05-01 21:49:59.756102,Refund Request,Low,1.69,Positive
TICK-102203,2025-05-01 21:50:45.719460,Shipping Update,High,0.6,Neutral
TICK-107964,2025-05-01 22:02:47.065327,Shipping Update,Low,0.8,Negative
TICK-108930,2025-05-01 23:57:18.903927,Shipping Update,Low,0.86,Neutral
TICK-104823,2025-05-02 00:30:46.973987,Technical Issue,Low,23.87,Negative
TICK-108052,2025-05-02 01:15:27.386603,Shipping Update,Low,0.84,Neutral
TICK-103975,2025-05-02 01:33:55.193666,Product Question,Medium,3.24,Negative
TICK-106293,2025-05-02 01:55:55.050629,Product Question,Medium,3.57,Positive
TICK-106363,2025-05-02 03:31:02.300980,Shipping Update,Low,1.31,Neutral
TICK-102372,2025-05-02 03:41:49.977330,Technical Issue,Low,25.59,Neutral
TICK-108302,2025-05-02 04:01:17.671868,Billing Inquiry,Medium,3.75,Positive
TICK-101717,2025-05-02 04:48:42.867722,Shipping Update,Medium,1.08,Negative
TICK-104809,2025-05-02 05:03:41.500294,Shipping Update,Medium,0.85,Negative
TICK-108610,2025-05-02 05:45:42.293874,Billing Inquiry,Low,4.16,Neutral
TICK-102962,2025-05-02 06:37:03.112102,Product Question,Low,2.43,Negative
TICK-109861,2025-05-02 07:16:04.357049,Technical Issue,Low,28.99,Neutral
TICK-101177,2025-05-02 07:51:10.506988,Product Question,Low,2.88,Neutral
TICK-103016,2025-05-02 09:37:40.023185,Product Question,High,1.63,Negative
TICK-101339,2025-05-02 10:13:49.755048,Shipping Update,Low,1.07,Positive
TICK-109253,2025-05-02 11:00:58.147680,Technical Issue,Medium,14.18,Positive
TICK-107903,2025-05-02 13:36:59.082024,Shipping Update,Low,0.63,Neutral
TICK-104822,2025-05-02 13:42:40.670226,Shipping Update,Low,0.71,Neutral
TICK-107430,2025-05-02 15:02:09.638030,Billing Inquiry,Medium,5.08,Neutral
TICK-105323,2025-05-02 15:10:31.841897,Product Question,Low,3.26,Neutral
TICK-108790,2025-05-02 16:04:48.112416,Refund Request,Low,0.86,Neutral
TICK-105197,2025-05-02 17:05:49.847639,Product Question,Medium,2.62,Negative
TICK-102617,2025-05-02 17:23:46.733495,Billing Inquiry,Medium,5.17,Neutral
TICK-101175,2025-05-02 17:26:02.958695,Shipping Update,High,0.89,Negative
TICK-109707,2025-05-02 18:36:22.593114,Technical Issue,Medium,35.7,Negative
TICK-104633,2025-05-02 18:56:53.048659,Product Question,Low,4.19,Neutral
TICK-100462,2025-05-02 19:50:35.996828,Shipping Update,Low,0.76,Neutral
TICK-103943,2025-05-02 20:23:37.204471,Product Question,Low,1.15,Positive
TICK-102413,2025-05-02 20:50:40.762036,Refund Request,Medium,1.39,Positive
TICK-101111,2025-05-02 22:18:39.634293,Product Question,Low,3.27,Positive
TICK-107061,2025-05-02 22:59:18.561374,Refund Request,Low,2.54,Neutral
TICK-101222,2025-05-03 00:26:26.885074,Refund Request,High,2.58,Neutral
TICK-107742,2025-05-03 00:28:37.409402,Product Question,Low,2.33,Neutral
TICK-109204,2025-05-03 00:57:55.886331,Product Question,Low,1.92,Negative
TICK-102299,2025-05-03 02:15:59.403840,Shipping Update,Low,0.55,Positive
TICK-108067,2025-05-03 03:02:52.976802,Product Question,Medium,4.34,Neutral
TICK-108115,2025-05-03 03:41:28.535008,Billing Inquiry,High,4.69,Neutral
TICK-101584,2025-05-03 03:49:51.013846,Shipping Update,Low,1.19,Negative
TICK-109688,2025-05-03 05:58:01.907748,Shipping Update,Low,0.99,Neutral
TICK-105509,2025-05-03 06:12:57.018296,Product Question,Low,2.83,Negative
TICK-100571,2025-05-03 06:42:54.146724,Product Question,Low,5.87,Neutral
TICK-100848,2025-05-03 07:48:27.602746,Shipping Update,Low,0.77,Positive
TICK-100612,2025-05-03 09:30:28.698552,Refund Request,Medium,2.24,Neutral
TICK-108533,2025-05-03 09:43:44.385720,Shipping Update,Medium,1.74,Neutral
TICK-102525,2025-05-03 09:47:17.330372,Product Question,Low,3.64,Neutral
TICK-105895,2025-05-03 10:13:58.137547,Billing Inquiry,Low,7.48,Negative
TICK-109191,2025-05-03 11:34:52.802655,Technical Issue,Low,11.64,Positive
TICK-109315,2025-05-03 12:06:32.517939,Shipping Update,Medium,0.54,Neutral
TICK-102452,2025-05-03 13:54:26.466908,Shipping Update,Medium,0.97,Positive
TICK-102338,2025-05-03 14:36:16.521109,Shipping Update,Low,1.0,Neutral
TICK-100298,2025-05-03 17:58:35.221622,Shipping Update,Low,1.38,Negative
TICK-103097,2025-05-03 18:53:47.416198,Billing Inquiry,Low,6.31,Positive
TICK-100903,2025-05-03 20:00:27.777312,Shipping Update,Low,1.67,Neutral
TICK-102023,2025-05-03 22:24:09.389488,Refund Request,Low,1.18,Neutral
TICK-101531,2025-05-03 22:47:15.874474,Shipping Update,Medium,0.49,Neutral
TICK-105706,2025-05-03 23:39:31.164063,Shipping Update,Medium,1.48,Negative
TICK-101414,2025-05-04 01:47:16.276431,Billing Inquiry,Medium,3.87,Neutral
TICK-102857,2025-05-04 04:46:39.715409,Shipping Update,Low,0.91,Neutral
TICK-102602,2025-05-04 05:16:13.563563,Shipping Update,Low,0.78,Negative
TICK-107206,2025-05-04 05:34:25.002608,Shipping Update,Low,1.12,Positive
TICK-103719,2025-05-04 05:42:30.573032,Shipping Update,Medium,0.96,Positive
TICK-107076,2025-05-04 06:07:23.834297,Refund Request,Low,2.76,Negative
TICK-105542,2025-05-04 06:15:18.801305,Billing Inquiry,Low,8.16,Neutral
TICK-101684,2025-05-04 07:09:33.360195,Shipping Update,Low,0.62,Neutral
TICK-108722,2025-05-04 10:10:23.545748,Refund Request,Low,2.23,Neutral
TICK-109565,2025-05-04 10:21:24.292798,Shipping Update,Low,1.04,Neutral
TICK-101625,2025-05-04 13:02:53.702445,Refund Request,Low,3.08,Negative
TICK-102999,2025-05-04 14:07:27.736683,Refund Request,Low,1.88,Neutral
TICK-101000,2025-05-04 14:30:05.139038,Product Question,Low,5.25,Neutral
TICK-107294,2025-05-04 14:44:04.356449,Product Question,Low,3.15,Neutral
TICK-101280,2025-05-04 15:40:44.591725,Shipping Update,Low,1.05,Positive
TICK-109654,2025-05-04 17:11:12.871142,Product Question,Low,3.55,Negative
TICK-105633,2025-05-04 17:12:05.270808,Technical Issue,High,27.04,Neutral
TICK-101008,2025-05-04 17:14:10.596446,Shipping Update,Medium,1.52,Neutral
TICK-102119,2025-05-04 17:33:31.017372,Shipping Update,Low,0.93,Neutral
TICK-101253,2025-05-04 18:05:13.370877,Billing Inquiry,Medium,5.81,Negative
TICK-105241,2025-05-04 20:33:59.624236,Shipping Update,Medium,0.71,Neutral
TICK-109784,2025-05-04 21:05:20.462535,Product Question,High,1.62,Neutral
TICK-100986,2025-05-04 21:37:49.648259,Shipping Update,Medium,1.82,Negative
TICK-107042,2025-05-04 23:06:59.677233,Shipping Update,Low,1.2,Negative
TICK-104855,2025-05-05 01:13:34.436569,Shipping Update,Medium,2.55,Negative
TICK-107107,2025-05-05 01:59:41.585506,Billing Inquiry,High,4.71,Neutral
TICK-106976,2025-05-05 02:27:23.318740,Product Question,Low,3.41,Neutral
TICK-105968,2025-05-05 04:04:40.314623,Product Question,Low,3.43,Negative
TICK-109015,2025-05-05 06:52:40.204627,Shipping Update,Low,0.68,Positive
TICK-103050,2025-05-05 07:52:42.757213,Shipping Update,High,0.58,Neutral
TICK-107852,2025-05-05 08:02:06.917145,Refund Request,Low,2.31,Neutral
TICK-108179,2025-05-05 09:34:28.163733,Shipping Update,Low,0.9,Neutral
TICK-107669,2025-05-05 10:04:07.738799,Shipping Update,Low,0.98,Negative
TICK-103576,2025-05-05 12:03:29.841585,Refund Request,Low,1.43,Positive
TICK-103272,2025-05-05 12:55:40.782385,Shipping Update,Low,1.42,Negative
TICK-107574,2025-05-05 13:32:18.744725,Technical Issue,Medium,17.89,Neutral
TICK-103762,2025-05-05 13:53:11.415340,Billing Inquiry,Medium,3.61,Neutral
TICK-106375,2025-05-05 14:53:19.152306,Refund Request,Low,3.1,Neutral
TICK-102157,2025-05-05 15:21:42.435754,Product Question,High,2.64,Neutral
TICK-108958,2025-05-05 15:31:05.055132,Shipping Update,Medium,1.46,Positive
TICK-106128,2025-05-05 16:56:18.579818,Billing Inquiry,Low,3.61,Neutral
TICK-104940,2025-05-05 17:38:25.528154,Shipping Update,Low,1.26,Neutral
TICK-107895,2025-05-05 17:55:52.520288,Shipping Update,Low,0.8,Negative
TICK-101397,2025-05-05 18:47:17.499802,Shipping Update,Low,0.68,Neutral
TICK-107313,2025-05-05 19:27:05.846448,Technical Issue,Low,11.02,Neutral
TICK-101760,2025-05-05 19:50:51.417512,Product Question,Low,5.78,Positive
TICK-103944,2025-05-05 20:38:21.088954,Refund Request,Low,1.7,Negative
TICK-101785,2025-05-05 20:43:19.827093,Shipping Update,Medium,0.56,Neutral
TICK-102822,2025-05-05 20:51:35.281950,Refund Request,Medium,1.96,Neutral
TICK-100139,2025-05-05 21:30:00.273259,Technical Issue,Medium,14.67,Neutral
TICK-109239,2025-05-05 21:36:16.510419,Product Question,Low,1.85,Neutral
TICK-108369,2025-05-05 21:47:01.338281,Shipping Update,Low,1.1,Negative
TICK-106681,2025-05-05 23:26:22.882409,Technical Issue,Low,26.72,Neutral
TICK-100388,2025-05-06 00:11:34.124650,Shipping Update,Low,1.46,Negative
TICK-102367,2025-05-06 00:38:06.425424,Shipping Update,Medium,0.51,Positive
TICK-100192,2025-05-06 00:45:00.706220,Technical Issue,Medium,26.15,Neutral
TICK-103530,2025-05-06 00:51:49.415091,Refund Request,Medium,3.64,Neutral
TICK-108204,2025-05-06 03:42:38.306059,Shipping Update,Low,0.85,Neutral
TICK-104733,2025-05-06 04:33:21.675290,Shipping Update,Low,1.21,Positive
TICK-103865,2025-05-06 05:53:51.807335,Product Question,Low,2.24,Positive
TICK-109793,2025-05-06 06:31:14.635289,Technical Issue,Medium,16.37,Neutral
TICK-103531,2025-05-06 06:37:54.838880,Refund Request,Low,4.2,Positive
TICK-108426,2025-05-06 07:28:12.700493,Product Question,Low,4.18,Positive
TICK-102516,2025-05-06 09:04:28.549542,Shipping Update,Low,1.03,Neutral
TICK-103492,2025-05-06 11:11:44.862818,Product Question,High,3.66,Neutral
TICK-101539,2025-05-06 12:27:15.461841,Billing Inquiry,Medium,1.58,Neutral
TICK-105347,2025-05-06 15:29:09.268845,Technical Issue,Low,9.95,Neutral
TICK-105543,2025-05-06 15:32:19.829000,Refund Request,High,1.85,Neutral
TICK-106558,2025-05-06 16:18:48.241820,Product Question,Low,3.95,Positive
TICK-100950,2025-05-06 16:35:51.713423,Shipping Update,Low,0.91,Neutral
TICK-104111,2025-05-06 18:05:36.239399,Product Question,Medium,2.2,Neutral
TICK-104390,2025-05-06 18:11:54.550336,Billing Inquiry,Medium,6.14,Neutral
TICK-102042,2025-05-06 18:36:08.845591,Technical Issue,Medium,19.46,Neutral
TICK-108114,2025-05-06 18:40:26.081354,Billing Inquiry,Low,3.5,Neutral
TICK-109939,2025-05-06 19:01:23.849819,Product Question,Low,1.4,Positive
TICK-101529,2025-05-06 19:55:43.073724,Shipping Update,Low,0.64,Negative
TICK-102126,2025-05-06 21:55:09.504847,Product Question,Low,1.87,Neutral
TICK-102826,2025-05-06 23:47:44.458053,Shipping Update,Low,1.65,Negative
TICK-102359,2025-05-07 00:06:34.469993,Shipping Update,Low,1.18,Neutral
TICK-100635,2025-05-07 01:22:31.425506,Billing Inquiry,Low,2.58,Positive
TICK-106113,2025-05-07 01:23:23.159553,Shipping Update,Medium,0.71,Negative
TICK-103670,2025-05-07 01:36:51.610376,Product Question,Low,4.53,Positive
TICK-102541,2025-05-07 01:58:54.776543,Product Question,Low,1.81,Neutral
TICK-105373,2025-05-07 02:04:31.881122,Shipping Update,Medium,0.97,Negative
TICK-100366,2025-05-07 03:27:31.601291,Shipping Update,Medium,1.09,Negative
TICK-102090,2025-05-07 04:44:22.657979,Shipping Update,Low,1.14,Positive
TICK-101745,2025-05-07 05:51:57.604275,Shipping Update,Medium,1.1,Neutral
TICK-104688,2025-05-07 06:24:31.563248,Shipping Update,Low,0.56,Negative
TICK-102984,2025-05-07 06:52:14.388533,Refund Request,Low,1.03,Positive
TICK-106836,2025-05-07 06:54:34.414439,Refund Request,High,2.9,Neutral
TICK-108889,2025-05-07 06:57:19.825141,Technical Issue,Medium,21.6,Positive
TICK-104046,2025-05-07 08:33:47.283308,Product Question,Low,3.97,Negative
TICK-102236,2025-05-07 09:13:33.257005,Shipping Update,Medium,1.01,Neutral
TICK-109868,2025-05-07 09:56:29.979544,Billing Inquiry,Medium,5.82,Neutral
TICK-109970,2025-05-07 10:07:45.406056,Shipping Update,Low,0.69,Neutral
TICK-106629,2025-05-07 11:13:14.044903,Product Question,Medium,3.58,Negative
TICK-105538,2025-05-07 11:20:31.600330,Product Question,Medium,1.83,Negative
TICK-107298,2025-05-07 11:59:57.227366,Refund Request,Low,1.5,Neutral
TICK-102292,2025-05-07 14:20:25.520216,Product Question,High,3.1,Positive
TICK-101117,2025-05-07 15:18:22.446227,Shipping Update,High,0.98,Negative
TICK-106641,2025-05-07 15:42:41.423406,Product Question,Low,6.16,Negative
TICK-100254,2025-05-07 16:09:03.388370,Product Question,Low,1.63,Negative
TICK-105757,2025-05-07 18:35:10.984725,Shipping Update,Low,0.88,Neutral
TICK-105716,2025-05-07 18:59:14.110619,Refund Request,Medium,2.39,Positive
TICK-106839,2025-05-07 20:43:03.457434,Shipping Update,High,0.9,Neutral
TICK-108994,2025-05-07 23:00:51.232431,Shipping Update,High,0.99,Neutral
TICK-103637,2025-05-07 23:38:28.537821,Shipping Update,Medium,1.16,Neutral
TICK-105791,2025-05-07 23:54:46.464088,Product Question,High,1.1,Negative
TICK-103346,2025-05-08 01:11:18.995193,Product Question,Medium,2.68,Positive
TICK-107575,2025-05-08 02:05:43.142299,Product Question,High,1.71,Negative
TICK-103102,2025-05-08 02:35:07.326665,Technical Issue,Low,46.43,Positive
TICK-103216,2025-05-08 02:44:29.224721,Shipping Update,Medium,0.52,Negative
TICK-105026,2025-05-08 03:30:35.308282,Refund Request,High,1.32,Neutral
TICK-103352,2025-05-08 04:26:11.530834,Product Question,Medium,3.56,Negative
TICK-100740,2025-05-08 04:37:45.771217,Refund Request,High,0.96,Negative
TICK-106632,2025-05-08 05:28:26.903948,Billing Inquiry,Low,4.27,Neutral
TICK-109008,2025-05-08 06:00:49.931984,Refund Request,Low,2.26,Negative
TICK-101835,2025-05-08 06:16:16.435769,Billing Inquiry,Low,5.78,Neutral
TICK-101312,2025-05-08 06:26:44.203699,Shipping Update,Low,1.74,Neutral
TICK-107564,2025-05-08 06:30:52.708047,Billing Inquiry,Low,5.78,Positive
TICK-105713,2025-05-08 07:03:33.564192,Product Question,Medium,3.52,Positive
TICK-104780,2025-05-08 07:51:08.691756,Shipping Update,Low,1.12,Positive
TICK-108742,2025-05-08 08:24:34.304485,Shipping Update,Low,1.05,Neutral
TICK-101674,2025-05-08 08:29:45.245047,Billing Inquiry,Medium,9.54,Neutral
TICK-104102,2025-05-08 09:02:33.167890,Billing Inquiry,Low,8.58,Neutral
TICK-102021,2025-05-08 09:07:23.416322,Refund Request,Low,2.23,Neutral
TICK-108210,2025-05-08 09:46:39.363018,Shipping Update,Low,1.28,Neutral
TICK-100818,2025-05-08 09:50:54.130751,Shipping Update,Medium,1.03,Negative
TICK-101897,2025-05-08 13:21:55.869257,Technical Issue,Low,45.49,Negative
TICK-102083,2025-05-08 14:38:55.077091,Product Question,Low,1.2,Neutral
TICK-103234,2025-05-08 15:01:49.036534,Technical Issue,Low,14.38,Negative
TICK-108118,2025-05-08 15:32:52.951824,Shipping Update,Medium,0.91,Neutral
TICK-108660,2025-05-08 16:06:46.051443,Technical Issue,Medium,60.37,Neutral
TICK-105268,2025-05-08 16:12:49.934675,Shipping Update,High,0.59,Negative
TICK-109816,2025-05-08 16:42:46.315042,Shipping Update,Low,1.05,Negative
TICK-100710,2025-05-08 17:16:18.030466,Billing Inquiry,Medium,5.44,Neutral
TICK-103953,2025-05-08 17:24:38.245930,Billing Inquiry,Low,6.28,Negative
TICK-102074,2025-05-08 17:29:08.817728,Shipping Update,Low,0.78,Neutral
TICK-104479,2025-05-08 19:52:30.872818,Refund Request,Low,3.05,Neutral
TICK-101708,2025-05-08 19:56:36.668894,Shipping Update,Medium,0.95,Positive
TICK-104582,2025-05-08 21:44:09.662233,Shipping Update,Low,1.0,Neutral
TICK-101757,2025-05-08 22:28:19.029552,Refund Request,Medium,2.93,Positive
TICK-106073,2025-05-08 22:36:55.031521,Shipping Update,Medium,1.2,Negative
TICK-102472,2025-05-08 22:47:38.971024,Shipping Update,High,0.73,Neutral
TICK-105805,2025-05-09 00:28:30.703795,Product Question,Low,3.17,Neutral
TICK-101250,2025-05-09 01:20:41.247208,Product Question,Low,3.42,Neutral
TICK-103867,2025-05-09 01:53:40.238889,Billing Inquiry,Low,9.69,Negative
TICK-101911,2025-05-09 03:15:52.230281,Shipping Update,Low,2.44,Negative
TICK-103821,2025-05-09 03:45:14.777056,Billing Inquiry,Low,5.57,Negative
TICK-104535,2025-05-09 03:46:35.318665,Shipping Update,Low,0.77,Neutral
TICK-104896,2025-05-09 04:03:01.967046,Technical Issue,High,12.21,Neutral
TICK-109042,2025-05-09 05:27:56.518289,Shipping Update,Low,1.18,Neutral
TICK-106618,2025-05-09 06:21:48.549419,Product Question,Low,1.69,Neutral
TICK-101167,2025-05-09 07:08:39.256790,Shipping Update,Low,1.25,Neutral
TICK-107112,2025-05-09 08:33:21.400814,Product Question,Low,5.07,Neutral
TICK-103139,2025-05-09 08:43:12.872503,Technical Issue,Low,21.56,Negative
TICK-100707,2025-05-09 10:07:23.472483,Billing Inquiry,Low,10.09,Neutral
TICK-109089,2025-05-09 10:53:08.162925,Product Question,Low,2.38,Negative
TICK-107562,2025-05-09 11:09:42.395596,Shipping Update,Low,1.48,Neutral
TICK-104089,2025-05-09 11:21:17.206599,Billing Inquiry,Low,4.28,Negative
TICK-102051,2025-05-09 11:44:51.693897,Refund Request,Low,1.41,Negative
TICK-101667,2025-05-09 15:07:44.118239,Refund Request,Medium,1.63,Neutral
TICK-106686,2025-05-09 16:19:32.995179,Billing Inquiry,Low,4.07,Neutral
TICK-104658,2025-05-09 17:13:53.930154,Product Question,Low,3.31,Neutral
TICK-104309,2025-05-09 18:33:59.673828,Refund Request,Low,1.66,Positive
TICK-102798,2025-05-09 18:43:36.610978,Product Question,Medium,2.6,Positive
TICK-107471,2025-05-09 19:16:21.003167,Refund Request,Medium,1.77,Neutral
TICK-109361,2025-05-09 19:51:59.453921,Technical Issue,High,42.25,Positive
TICK-101460,2025-05-09 20:58:37.031170,Refund Request,Low,1.89,Neutral
